0, 0, 6, 5, 5, 0, 0, 0, 0, 3300, 1100, 1000, 18, 3352, 0, 102, 8, 237, 37, 192, 0, 0, 0, 0, 9, 272, 212, 228, 253, 0, 3, 0, 0, 1592, 0, 1714119915.4199514
0, 0, 6, 5, 5, 0, 0, 0, 0, 3300, 1100, 1000, 18, 3352, 0, 102, 8, 237, 37, 192, 0, 0, 0, 0, 9, 272, 212, 228, 253, 0, 3, 0, 0, 1592, 0, 1714119915.560597
0, 0, 6, 5, 5, 0, 0, 0, 0, 3300, 1100, 1000, 18, 3352, 0, 101, 9, 237, 37, 192, 0, 0, 0, 0, 9, 272, 212, 228, 253, 0, 3, 0, 0, 1592, 0, 1714119915.7018836
0, 0, 6, 5, 5, 0, 0, 0, 0, 3300, 1100, 1000, 18, 3352, 0, 101, 9, 237, 37, 192, 0, 0, 0, 0, 9, 272, 212, 228, 253, 0, 3, 0, 0, 1592, 0, 1714119915.826602
0, 0, 6, 5, 5, 0, 0, 0, 0, 3300, 1100, 1000, 18, 3352, 0, 101, 9, 237, 37, 192, 0, 0, 0, 0, 9, 272, 212, 228, 253, 0, 3, 0, 0, 1592, 0, 1714119915.9587452
0, 0, 6, 5, 5, 0, 0, 0, 0, 3300, 1100, 1000, 18, 3352, 0, 102, 9, 237, 37, 192, 0, 0, 0, 0, 9, 272, 212, 228, 253, 0, 3, 0, 0, 1592, 0, 1714119916.0956492
0, 0, 6, 5, 5, 0, 0, 0, 0, 3300, 1100, 1000, 18, 3352, 0, 102, 9, 237, 37, 192, 0, 0, 0, 0, 9, 272, 212, 228, 253, 0, 3, 0, 0, 1592, 0, 1714119916.221077
0, 0, 6, 5, 5, 0, 0, 0, 0, 3300, 1100, 1000, 18, 3352, 0, 102, 9, 237, 37, 192, 0, 0, 0, 0, 9, 272, 212, 228, 253, 0, 3, 0, 0, 1592, 0, 1714119916.3510225
0, 0, 6, 5, 5, 0, 0, 0, 0, 3300, 1100, 1000, 18, 3352, 0, 102, 9, 237, 37, 192, 0, 0, 0, 0, 9, 272, 212, 228, 253, 0, 3, 0, 0, 1592, 0, 1714119916.485457
0, 0, 6, 5, 5, 0, 0, 0, 0, 3300, 1100, 1000, 18, 3352, 0, 101, 9, 237, 37, 192, 0, 0, 0, 0, 9, 272, 212, 228, 253, 0, 3, 0, 0, 1592, 0, 1714119916.614961
0, 0, 6, 5, 5, 0, 0, 0, 0, 3300, 1100, 1000, 18, 3352, 0, 101, 9, 237, 37, 192, 0, 0, 0, 0, 9, 272, 212, 228, 253, 0, 3, 0, 0, 1592, 0, 1714119916.7880492
